id,series,talks_list,website,series_info
182,"Raman Research Institute",[[talks]](/cosmotalks/talks?series=182),[[website]](https://www.youtube.com/@RamanResearchInstitute),""
38,"Risa Wechsler's Talks",[[talks]](/cosmotalks/talks?series=38),[[website]](https://www.youtube.com/playlist?list=PL93BCCE8FAC40EBD5),""
174,"SAZERAC Conference",[[talks]](/cosmotalks/talks?series=174),[[website]](https://www.youtube.com/@SAZERACConference/videos),"<a href=""https://sazerac-conference.org/"">sazerac-conference.org</a>"
150,"Second EuCAPT Annual Symposium",[[talks]](/cosmotalks/talks?series=150),[[website]](https://indico.cern.ch/event/1112118/timetable/#20220523.detailed),"slides at website"
138,"SIGRAV School 2022 on Cosmology: from Theory to Observation",[[talks]](/cosmotalks/talks?series=138),[[website]](https://agenda.infn.it/event/28785/timetable/#all.detailed),""
125,"Simons Center for Geometry and Physics",[[talks]](/cosmotalks/talks?series=125),[[website]](https://scgp.stonybrook.edu/video/),""
11,"Simons Foundation",[[talks]](/cosmotalks/talks?series=11),[[website]](https://www.youtube.com/user/SimonsFoundation/videos),"<a href=""https://www.simonsfoundation.org/flatiron/center-for-computational-astrophysics/event-videos/"">event videos site</a>"
45,"Simons Summer Workshop 2019",[[talks]](/cosmotalks/talks?series=45),[[website]](https://scgp.stonybrook.edu/archives/28200),""
122,"SISSA Cosmology Course 2021",[[talks]](/cosmotalks/talks?series=122),[[website]](https://www.youtube.com/playlist?list=PLe9EzUPIhHubf_m-F7eK10t7A4MIg4fIu),""
108,SLAC,[[talks]](/cosmotalks/talks?series=108),[[website]](https://indico.slac.stanford.edu/),""
172,"Sogang University",[[talks]](/cosmotalks/talks?series=172),[[website]](https://www.youtube.com/channel/UClW7dMDEY_eFUiLtwD-uZyg/videos),""
156,"Stanford Institute for Theoretical Physics (SITP)",[[talks]](/cosmotalks/talks?series=156),[[website]](https://sitp.stanford.edu/videos),""
119,"Stanford Physics Colloquium",[[talks]](/cosmotalks/talks?series=119),[[website]](https://www.youtube.com/user/StanfordPhysics/videos),""
105,STScI,[[talks]](/cosmotalks/talks?series=105),[[website]](https://cloudproject.hosted.panopto.com/Panopto/Pages/Sessions/List.aspx),""
126,"Sydney CPPC",[[talks]](/cosmotalks/talks?series=126),[[website]](https://www.youtube.com/channel/UCtVYU6uw6Xu1UWq6OvLbpvg/videos),""
151,"TASI 2016",[[talks]](/cosmotalks/talks?series=151),[[website]](https://www.youtube.com/playlist?list=PL1TnhG8zyyNxrWEH0v4wKbCCMnT9b7g39),""
65,"TASI 2018",[[talks]](/cosmotalks/talks?series=65),[[website]](https://www.youtube.com/watch?v=9XUS6H3SOYw&list=PL1TnhG8zyyNyu8RDhX1bCqT5NJZzzcVtK),""
66,"TASI 2020",[[talks]](/cosmotalks/talks?series=66),[[website]](https://www.youtube.com/watch?v=d3UQ_r_okig&list=PL1TnhG8zyyNz-t3LrzQJo99MW8wpkC9af),""
152,"TASI 2022",[[talks]](/cosmotalks/talks?series=152),[[website]](https://www.youtube.com/playlist?list=PL1TnhG8zyyNyLC7ypMdHWYiX0Y5NTd-8C),""
130,"Tata Institute of Theoretical Research",[[talks]](/cosmotalks/talks?series=130),[[website]](https://theory.tifr.res.in/~sotu/previous.php),"Website has talk abstracts"
113,"TAUP 2021",[[talks]](/cosmotalks/talks?series=113),[[website]](https://indico.ific.uv.es/event/6178/timetable/#all.detailed),""
19,"TeVPA 2017",[[talks]](/cosmotalks/talks?series=19),[[website]](https://tevpa2017.osu.edu/),""
163,"TeVPA 2022",[[talks]](/cosmotalks/talks?series=163),[[website]](https://indico.cern.ch/event/1082486/),""
56,"Texas Symposium on Relativistic Astrophysics",[[talks]](/cosmotalks/talks?series=56),[[website]](https://indico.cern.ch/event/336103/page/3176-plenary-talks),""
189,"Third EuCAPT Annual Symposium",[[talks]](/cosmotalks/talks?series=189),[[website]](https://indico.cern.ch/event/1218730/timetable/#all.detailed),"<a href=""https://jrdmb.netlify.app/crsl.html?s1=Third+EuCAPT+Annual+Symposium"">slides</a>"
118,"U. de Santiago de Chile physics dept.",[[talks]](/cosmotalks/talks?series=118),"[[website]](https://www.youtube.com/c/DepartamentodeFísicaUSACH/videos)",""
131,"UBC Physics and Astronomy",[[talks]](/cosmotalks/talks?series=131),[[website]](https://www.youtube.com/c/ubcphas/videos),""
173,"UC Berkeley Physics",[[talks]](/cosmotalks/talks?series=173),[[website]](https://www.youtube.com/@PhysicsBerkeley/videos),"<a href=""https://physics.berkeley.edu/events/special-presentations-archive"">talks archive</a>, <a href=""https://cosmology.lbl.gov/sem_bcg_future.html#pastmonths"">talk slides from Berkeley Cosmology Group</a>"
123,"UC Davis Joint Theory Seminar",[[talks]](/cosmotalks/talks?series=123),[[website]](https://www.youtube.com/channel/UCBGzFNO1XNQ81lH029ZJuxw/videos),""
184,"UC Merced Physics",[[talks]](/cosmotalks/talks?series=184),[[website]](https://physics.ucmerced.edu/events/previous-physics-colloquia),""
47,"UC Riverside Colloquia",[[talks]](/cosmotalks/talks?series=47),[[website]](https://www.physics.ucr.edu/colloquia-seminars),""
27,"University of Barcelona",[[talks]](/cosmotalks/talks?series=27),[[website]](https://www.youtube.com/channel/UCCDsGm9IsfcqeNHKWaxtmKw/videos),""
31,"University of Cambridge",[[talks]](/cosmotalks/talks?series=31),[[website]](https://upload.sms.cam.ac.uk/institution/DAMTP),""
185,"University of Chicago",[[talks]](/cosmotalks/talks?series=185),[[website]](https://www.youtube.com/@kadanoffcenterfortheoretic1510/videos),""
136,"University of Edinburgh",[[talks]](/cosmotalks/talks?series=136),[[website]](https://higgs.ph.ed.ac.uk/calendar/),""
135,"University of Helsinki Cosmology Seminars",[[talks]](/cosmotalks/talks?series=135),[[website]](https://www.helsinki.fi/en/news/unitube?search=cosmology),"<a href=""https://www.hip.fi/cosmoseminars/"">talk abstracts</a>"
168,"University of Illinois",[[talks]](/cosmotalks/talks?series=168),[[website]](https://www.youtube.com/channel/UCTYv4bzhzuzAffQyHQQce1A/videos),""
148,"University of KwaZulu-Natal",[[talks]](/cosmotalks/talks?series=148),[[website]](https://www.youtube.com/playlist?list=PLYpdyQY4LOtqEUJ2ls0COF5yP2JkleHfP),""
205,"University of Manchester",[[talks]](/cosmotalks/talks?series=205),[[website]](https://www.youtube.com/@uomastrosoc/videos),""
166,"University of Minnesota",[[talks]](/cosmotalks/talks?series=166),[[website]](https://www.youtube.com/channel/UCrpEdhTAYc7n0_KIZZ9ofqg/videos),""
112,"University of Oslo: Cosmology II course",[[talks]](/cosmotalks/talks?series=112),[[website]](https://cmb.wintherscoming.no/index.php),""
175,"University of Oxford",[[talks]](/cosmotalks/talks?series=175),[[website]](https://www.youtube.com/@departmentofphysicsunivers7541/videos),""
26,"University of Padua",[[talks]](/cosmotalks/talks?series=26),[[website]](https://www.youtube.com/channel/UCIgVQBGYKXVbvPvHwOysP6A/videos),""
111,"University of Toronto (UTASX)",[[talks]](/cosmotalks/talks?series=111),[[website]](https://asx.sa.utoronto.ca/),""
110,"University of Toronto Physics Colloquium",[[talks]](/cosmotalks/talks?series=110),[[website]](https://www.youtube.com/channel/UCVRy29tW8aPN_lE-B0yC4Aw/videos),""
158,"University of Washington Physics",[[talks]](/cosmotalks/talks?series=158),[[website]](https://phys.washington.edu/events/archive),""
77,"UW Madison Seminars",[[talks]](/cosmotalks/talks?series=77),[[website]](https://www.youtube.com/channel/UCCLPwWUFaHRj5ikgvg6cL7Q/videos),""
93,"UZH seminars and programs",[[talks]](/cosmotalks/talks?series=93),[[website]](https://www.youtube.com/channel/UCSuqqBNfOMti2sayMiXRafw/videos),""
181,"Waterloo Centre for Astrophysics",[[talks]](/cosmotalks/talks?series=181),[[website]](https://www.youtube.com/@astroseminarseries6791/videos),"<a href=""https://uwaterloo.ca/astrophysics-centre/events?date=Past&type=All&audience=All"">events site</a>"
102,"Weak Interactions and Neutrinos 2021",[[talks]](/cosmotalks/talks?series=102),[[website]](https://www.youtube.com/channel/UCP7v5u5LltwNpJLvzRgXu6Q/playlists),""
57,"Zurich Physics Colloquium",[[talks]](/cosmotalks/talks?series=57),[[website]](https://video.ethz.ch/speakers/zurich_physics_colloquium.html),""
